"CODE","AET_ID","NUMMER","CODE_1","BEGINJAAR","EINDJAAR","DATERING","BESCHRIJVING","NOTABENE"
"476",4,712,"",1912,1912,"","1912, inv.nrs 1-165","Deze bescheiden zijn op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"476",4,1106,"",1136,1910,"","1899-1910, inv.nrs 11365-12231","Deze bescheiden zijn te raadplegen op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"5001",4,10019,"",1987,1988,"1987-1988","Tekeningen en andere bijlagen bij inv.nr. 10018",""
"481",4,3329,"",1978,1984,"","1978-1984, inv.nrs 1978/1-1984/135",""
"142",5,472,"",1936,1940,"1936-1940","Tekeningen, borduur- en plakwerk van J.Th. Semeijns de Vries van Doesburgh","Bij de inbewaringgever (zie voorwoord)"
"64",5,551,"",1925,1935,"1925-1935","'Zegelcommissie', stukken van en over de zegelcommissie uit de KNAW betreffende allerlei zaken en betreffende de leden der commissie","Met verwijzing naar de correspondentie van de commissie; zie inv.nr. 154"
"80",5,35,"",1936,1938,"1936-1938","Kasboek","zie ook inv.nrs. 43-49"
"151.1",5,,"--",,,"","Krommenie","zie Westzaan"
"151.1",5,,"--",,,"","Rietwijkeroord","zie Rietwijk"
"1083",5,791,"",1952,1953,"1952-1953","Kasboek van de salarissen van de leerkrachten en van de exploitatiekosten volgens art. 101 van de lager onderwijswet","Voor het kasboek van de uitgaven volgens art. 101 in de jaren 1956-1959 zie inv.nr. 792"
"1561",5,410,"",1820,1867,"1820-1867","Balansboek","Voor balansen 1803-1819 zie nrs. 382-384"
"3914",5,441,"",1945,1947,"1945-1947","Luchtfoto's van het transport van een tinbaggermolen voor de Billitonmaatschappij","zie ook inv.nrs. 202, 203, 204 en 212"
"1913",5,1026,"",1906,1957,"1906-1957","Stukken betreffende de aanleg en verbeteringen van het Zijdelveld","Betreft ook Wilhelminakade; zie ook nr. 134."
"1913",5,1281,"",1895,1914,"1895-1914","Inschrijvingsregisters voor de Landweer","Voor militie-registers: zie archief voor 1906."
"5010",5,283,"",1985,1985,"1985","Bestemmingsplan Zuiderpolder, versie maart 1985. Met bijlagen","Twee versies van bestemmingsplan, zie ook inventarisnummer 279."
"5001",5,,"",,,"","Janssen van Raaystraat","zie inv.nr. 2314"
"5001",5,,"",,,"","Pieter Maritzstraat/Transvaalstraat, kad. Schoten, sectie B, nrs. 13219 en 15068, beide ged. en sectie B, nrs. 4862 en 4868 aan Aanemingsbedrijf Nolet & Zonen B.V. alsmede sectie B, nr. 15382 ged.","zie inv.nr. 2538"
"5001",5,,"",,,"","Conradweg/Waarderweg. kad. Haarlem II, sectie N, nr. 785 ged. aan Enzet Moduulbouw b.v. of nader te noemen rechtspersoon","zie inv.nr. 2599"
"5001",5,,"",,,"","Antoniestraat 49","zie inv.nr. 2859"
"5019",5,210,"",1994,1994,"1994, januari-februari","Convenant inzake de bestuurlijke coördinatie bij een (dreigende) gemeentegrensoverschrijdende ramp in de regio Zuid- en Midden-Kennemerland, inwerkinggetreden op 28 februari 1994 voor onbepaalde tijd","Bij inwerkingtreding van het ""Convenant bestuurlijke coördinatie inzake de uitoefening van het opperbevel bij rampen en zware ongevallen"", zie inventaris no.393, wordt dit convenant ingetrokken."
"3391",5,1148,"",1935,1935,"22 oktober 1935","Privaatrechterlijke vergunning van de Staat der Nederlanden aan de gemeente Velsen tot het behouden en uitbreiden van een voet- en rijwielpad","Ingetrokken, zie contract 1290"
"3442",5,117,"",1916,1916,"1916","Feestboekje ter gelegenheid van het 25-jarig jubileum der Haarlemsche Vrijwillige Brandblusschers Vereeniging De Tien op 20 mei 1916","Ook aanwezig in de bibliotheek van het Noord-Hollands Archief, zie toegangsnummer 3000 nr. 15086. Zie ook nr. 107."
"807",5,,"",,,"z.j.","Jan Leupen ca. 1710-? (24); genealogische aantekeningen","Zoon van Pieter Leupen (20), zie v. inventarisnummer 52
<ZR>Vader van Pieter Leupen (26), zie v. inventarisnummer 50."
"807",5,,"",1914,1940,"1914-1940","Jan Albert Leupen 1914-? (82)","Zoon van P.A. Leupen (56) en T.J.M. Bindels (79).
<ZR>Vader van Maaike Elisabeth Leupen (336), zie voorlopig nummer 94."
"417",4,92,"",1820,1821,"","15 april 1820-1 maart 1821","Voor de periode 1 maart-24 april 1821, zie inv.nr. 85"
"88",4,376,"",1820,1865,"","1820-1823, 1825-1851, 1853-1854, 1856-1863, 1865","voor nr. 1855 zie nr. 2474"
"1518",4,240,"",1978,1979,"1978-1979","Bestekken","voor tekeningen zie microkaartenbestand serie 54 en 122 van O.W. Bouwkunde, overzicht bijlage 3"
"3872",4,175,"",1926,1926,"1926","A. Mooldijk, Herfstlaan","zie inv.nr. 155"
"3872",4,204,"",1927,1927,"1927","C.W.H. Verster-Bosch Reitz, Groenendaalkade","zie inv.nr. 200"
"5001",4,9291,"",1978,1984,"1978-1984","Ter visie leggen van het ontwerp-bestemmingsplan en opmaken van pre-adviezen op ingediende bezwaarschriften","Uit het dossier verwijderde stukken bevinden zich in het dynamische archief van de voormalige sector Stedelijke Ontwikkeling, zie het rode tabblad"
"5001",4,9562,"",1989,1989,"1989","Beroep op de Kroon tegen het verlenen van goedkeuring aan het bestemmingsplan (beroep is ingetrokken)","De desbetreffende besluiten zijn uit het dossier verwijderd en bevinden zich in het dynamische archief van de voormalige sector Stedelijke Ontwikkeling, zie het rode tabblad"
"5001",4,,"",,,"","Indischebuurt","zie voor stukken het dossier Transvaalbuurt"
"5001",4,,"",1974,1974,"1974","Californiëplein","zie inv.nr. 5066"
"98",4,436,"",1983,2010,"1983, 2010","61)Oud Katholieke Kerk bisdom Haarlem","zie ook nr. 222 en 327"
"1451",4,,"--",1906,1924,"1906-1924","Notulen van vergaderingen met de kerkmeesters","zie inv.nr. 11"
"2396",4,254,"",1790,1791,"1790-1791","II","Voor eigentijdse index zie voorgaand nummer."
"1561",5,29,"",,,"19e eeuw","Index op het register met voorschriften (inv.nr. 28)",""
"894",5,536,"",1983,1990,"1983-1990","Klapper op verweerder (inv. nrs. 458-461)",""
"83.1",4,1051,"",,,"","A-Z, op repertorium 1-19 (= inv.nrs. 1054-1072)",""
"476",4,677,"",1913,1913,"","1913, inv.nrs A 1-6071","Deze bescheiden zijn te raadplegen op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"137",5,146,"",,,"","Bescheiden betreffende de nalatenschap van mej. Cornelia Merens (v.d. Blocquery)(zie nr 124) in zijn nalatenschap:
<ZR>a. uittreksel scheiding 1881;
<ZR>b. rekening en verantwoording 1882;
<ZR>c. scheiding 1889 met kopie;
<ZR>d. kwitanties, alles betrekking hebbende op mej. C. Merens",""
"137",5,235,"",,,"","Fotografische afbeeldingen en prenten. 
<ZR>A Fotogravure Ds Lucas Merens (de Vicq); 
<ZR>B Portret van Gerrit Cornelis Merens (v. Sante); 
<ZR>C Fotogravure van Th.C.R. Huydecoper; 
<ZR>D Portret van Wilhelm Gerhard Petrus Troester; 
<ZR>Portret van Anna Geertruy van Winsheim, geh. met Petrus Troester en moeder van W.G.P. Troester; 
<ZR>E Foto van A. Merens (Burck) in de studiezaal van de Historisch Economische Bibliotheek; <ZR>F Portret van Dr W.E. Merens (Burck); 
<ZR>G a. een promotieprent, b. diploma werkend lid van het dispuutgezelschap ""Beets"", c. foto van promotiepartij 1902 van Mr A.H.J. Merens (Burck); 
<ZR>H Twee foto's (voor- en achterzijde) van het gebouw Jansstraat 79 te Haarlem, vroeger eigendom en woonhuis van het echtpaar Merens-Burck; 
<ZR>I Foto's van de marmeren graftombe Pompeus de Rovere (zie nr 70)",""
"151.1",5,,"--",,,"","Overveen zie Albrechtsberg en Vogelenzang",""
"151.1",5,560,"",,,"","Egmondermeer (zie ook Egmond-Binnen)",""
"204",5,31,".305 c-3",1931,1931,"1931","Afwerken baggerbergplaatsen (zie ds.301 c-2)",""
"437",5,245,"",,,"","Stukken betreffende leningen: <ZR>Bisschoppelijke goedkeuring tot het aangaan van een lening, groot f 7.000.- a 4%, van de <ZR>Wed. M. v.d. Goes-v.Es (met concept-schuldbekentenis), 1856; <ZR>Stukken betreffende een lening, groot f 100.000.-, voor de nieuwbouw van het seminarie in 1897, (waaronder kopie schuldbekentenis van een lening, groot f 66.000.- a 3 1/2 %, van S. Donatius), met tabel <ZR>van aflossing 1908-1914, (zie ook inv. nr. 188); <ZR>Bisschoppelijke machtiging tot het aangaan van een lening, groot f 14.000.- a 4%, voor vernieuwing achterbouw (3 ex.), met bijbehorende correspondentie, 1906; <ZR>NB. voor bisschoppelijke machtiging tot het aangaan van een lening, groot f25.000.- a 3 %, voor de aanleg der elektrische installatie, zie inv.nr. 223:1897-1913 <ZR>Bisschoppelijke machtiging tot verhoging van het bedrag der lening, aangegaan in 1909, tot f 31.000.- <ZR>(voor het insteken van bollengrond), 1910; <ZR>Bisschoppelijke machtiging tot het aangaan van een lening, groot f 24.000.- a 4 %, voor aankoop <ZR>weilanden: Kadaster D 433 enz., met omschrijving van de lening en tabel van aflossing, 1919; <ZR>NB. voor bisschoppelijke machtiging tot het aangaan van een lening, a 5 1/2 % of 6 %, zie inv.nr. 204: 1921. <ZR>Bisschoppelijke machtiging tot het aangaan van een lening, groot f 200.000.- a 5 %, voor de <ZR>verbouwing, 1927; <ZR>Stukken betreffende een lening, groot f 40.000.- bij O. Wibaut, generaal-agent van N.V. Wijnhandel F.v.d.Hoogen & Co, 1951-1965; <ZR>Stukken betreffende leningen aan de parochies te Lisse, 1950-1966; het St. Josef gesticht te Beverwijk, 1965; G. Zaat te 's-Gravenhage, 1966-1967",""
"5001",5,1897,"",1989,1989,"1989","Amsterdamsevaart 92 zwart van J.H.M. van Horssen (zie ook Amsterdamsevaart 92 rood)",""
"1922",5,19,"",,,"","Activiteiten in de maand september 1998 <ZR>- Boekje 700 jaar geloven in Beverwijk, een bundel verhalen over het kerkelijk en religieus leven in de 700 jaar oude stad Beverwijk, onder redactie van J.G. Frerichs, K.H. Groensmit, J. van der Linden, M. Lindeman en T.J. Tabak, uitgegeven door de Raad van Kerken en gepresenteerd op 6 september 1998 en <ZR>Tentoonstelling in het kader van kerkenpad / monumentendag op 12 september 1998 <ZR>- Open monumentendag op 12 september 1998 <ZR>- Optredens van het Christelijk Gemengd Koor Songs for You op 12 september 1998 tijdens de open monumentendag. <ZR>- Zwemfestijn van 700 minuten in het Sportfondsenbad Beverwijk op 12 september 1998 <ZR>- Stratenfestival met muziekkorpsen, georganiseerd door de Overkoepelende Muziek Commissie (OMC) op 13 september 1998 <ZR>- Symposium in het Buurtcentrum Wijk aan Duin rond het thema jeugd op 14 september 1998, georganiseerd door de Stichting Welzijn Beverwijk (N.B.: zie ook inventarisnr.13) <ZR>- Havenrelatiedag Beverwijk op 18 september 1998 <ZR>- Gemeentedag 1998 met onder meer een historische fietstocht op 19 september 1998",""
"3988",5,37,"",,,"","Kerk (voor onderhoud: zie inv.nr. 32) eventueel met nota's en kwintanties: <ZR>Stukken betreffende aanschaf nieuw tabernakel, 1932 <ZR>Stukken betreffende aanschaf nieuwe luidklok, tevens wijdingsbrief, 1944-1948 <ZR>Stukken betreffende aanschaf nieuw orgel, 1929-1930 <ZR>Stukken betreffende aanschaf parketvloer in priesterkoor, 1930 <ZR>Installaties <ZR>Stukken betreffende aanschaf elektriciteitsinstallatie, 1917-1920 <ZR>Stukken betreffende bliksembeveiliging, 1954, 1958-1959 <ZR>Stukken betreffende centrale verwarming, z.j., 1929 <ZR>Stukken betreffende snelblusapparaat, 1929","voor kruisweg en altaarstenen: zie inv.nr. 41"
"1104",5,,"--",,,"","Lijsten van eigendommen <ZR>1588-1611, zie inv.nr. 15. <ZR>1610-1643, zie inv.nr. 16. <ZR>1692-1887, zie inv.nr. 1",""
"1207",5,332,"",1959,1959,"z.d. (1959 of later)","'Gebed voor priesters', aangetroffen in het reglement (zie inventarisnummer 21). Getypt",""
"3651",5,25,"",,,"","03.4 Personeelszaken Sociale verzekering (bedrijfsvereniging) (zie ook dossier 78 en 04.2)",""
"3651",5,770,"",,,"","411.0 Industrieterreinen, ca. wegen en bruggen: algemeen (zie ook dossier 411.1 t/m 7)",""
"3651",5,796,"",,,"","410.4 Opslagterreinen voor aannemers, oudijzerhandelaren, vatenhandelaren, autokerkhof (zie ook dossier 21.148 en 21.156)",""
"3921",5,90,"",,,"z.d. (20e eeuw). Getypt. Met handgeschreven concept","Alfabetische index op persoonsnamen voorkomend in het 'derde rekeningenboek', (zie inventarisnummer 87)",""
"3862",5,98,"",1737,1737,"21 augustus 1737","Akte van belening door de Staten van Holland van Benjamin Pauw geboren Hoeuft, oud 20 jaar, met het huis Heemstede, met de ambachtsheerlijkheid en vijf andere lenen (zie nr. 96), hem aangekomen bij het overlijden van zijn broer Jan Diederik Pauw geboren Hoeuft. Wegens zijn minderjarigheid wordt de leenhulde gedaan door zijn voogd Jacob van Zanen","Op perkament, met uithangend zegel. Op de keerzijde staat vermeld dat B. Pauw op 5 juni 1738 vermits zijn huwelijke staat, de leenhulde gedaan en vernieuwd heeft."
"3862",5,314,"",,,"","Verdrag tussen de Dijkgraaf van Rijnland en de Heer van Heemstede over de breedte van de grond behorende tot de Herenweg in de jurisdictie van Heemstede, volgens de opmeting en het opgemaakt verbaal, waarin wordt bepaald dat de attestatie van 18 juni 1626 (zie nr. 303) van kracht blijft, december 1762. Met bijlagen","Door deze overeenkomst werd een einde gemaakt aan langdurige procedures over de breedte van de Herenweg. Met onder andere een bundel stukken van 1744."
"2372",5,279,"",1951,1983,"","Aankoop van percelen grond en opstallen in de kern Vogelenzang, 1955-1983 <ZR>Deken Zondaglaan ten behoeve voor de woningbouw van de erven A.C. van Galen en consorten, 1951-1962 <ZR>Deken Zondaglaan van A.A.M. Draaisma te Arnhem, 1955 <ZR>Bestemmingsplan Vogelenzang-Oost ten behoeve van aanleg van openbaar groen van Bouw- en aannemingsbedrijf J.M. Bakker B.V. te Nieuw-Vennep, 1976-1981 <ZR>Leidsevaart (Vogelenzang-Oost) ten behoeve van de aanleg van een woonwagenkampje en een aantal woningen van Bloembollenkwekerij en exportbedrijf De Weede B.V. te Lisse, 1978-1983 <ZR>N.B. zie ook bij aanleg woonwagenterreinen <ZR>Leidsevaart (Vogelenzang-Oost) ten behoeve van woningbouw van Smit's Bouwbedrijf B.V. te Beverwijk, 1983",""
"2372",5,295,"",1974,1987,"","Verkoop van gronden in de kern Bloemendaal, 1975-1987 <ZR>Bloemendaalseweg hoek Mollaan aan drs. H. Verdam, 1974-1975 <ZR>Lage Duin en Daalseweg 5 aan H. Tollenaar, 1975-1976 <ZR>Acacialaan 1 aan G.J. Blankevoort, 1976-1978 <ZR>Brederodelaan aan Smit's Bouwbedrijf B.V. te Beverwijk ten behoeve van de bereikbaarheid van in aanbouw zijnde flat Zomerzorg, 1977-1979 <ZR>Lage Duin en Daalseweg 5 (zie bij aankopen), 1980 <ZR>Bloemendaalseweg 6, complex Boslaan, aan H.A. Diekstra te Overveen, 1982-1983 <ZR>Hoge Duin en Daalseweg 42-44, kapel en villa Thalatta, aan W.E. Schultz te Haarlem en J.N. Parree te Amsterdam (zie bij volkshuisvesting), 1983 <ZR>Boerderij Aelbertsberg aan W.P. Witkop, (zie bij monumentenzorg) <ZR>Korte Kleverlaan, PEN-complex, aan woningbouwvereniging Bloemendaal-Noord, (zie bij volkshuisvesting) <ZR>Noorder Stationsweg 23 aan C.J. Kien, 1986-1987 <ZR>Lage Duin en Daalseweg 5 (zie bij aankopen), 1987",""
"3368",5,28,"",,,"z.j.","""Laatste foto van bestuur en leden, zie notulen""","Deze notulen ontbreken echter"
"761",5,3,".2",,,"","Collegemateriaal. Microscopie, eerste vervolg. Overzicht voorgaande tot en met micrococcaceae (zie “algemene microbiologie”). Bacteriaceae (pag. 2); coli-groep (pag. 3); physiologie coli / typhus / cloacea / aerogenes; pathogeniteit; immuniteit (pag. 10); agglutinatie (h en o antigeen) (pag. 11); proteus-bacterie (pag. 12 e.v.); microscopie, tweede vervolg: mycobacterium (pag. 1); actinimyces (pag. 3); acetobacter (pag. 7); pseudomonas (pag. 12 e.v.)",""
"5019",5,206,"",1999,1999,"1999, juli-september","Nota (voorstel) voor het algemeen bestuur ter behandeling en besluitvorming in haar vergadering van 14 september 1999 betreffende de kredietaanvraag voor kosten extern onderzoek (zie bijgaande offertes) naar de bezetting van de Meldkamer Brandweer en Ambulance tijdens avond- en nachturen, alsmede de kosten voor rechtsbijstand in het beroep van de Ondernemingsraad Brandweer","Het verslag van 14-09-1999, waarin het te verwachte besluit, bestaat niet! In de eerstvolgende verslagen van 08-11-1999, 20-03-2000 en 02-10-2000 komt deze nota niet in voor."
"1132",5,58,"",,,"z.j.","Muyterling/Van Roosvelt<ZR> Van Napels<ZR> Van Nesse: zie inventarisnummer 1<ZR> De Neufville<ZR> Van Noirtich ",""
"3751",5,523,"",1936,1957,"1936-1957","Romerkerkweg 2 Bisschoppelijke Kweekschool (zie ook gezinskaart)",""
"198",4,,"--",1877,1881,"","1877, mei 16-1881, febr. 18, zie inv.nr.2017",""
"27",4,261,"",1854,1854,"","1854 rolnrs. 2284, 2289, 2290, 2295, (2301 zie 2275), 2302, 2312, 2316, 2318, 2320",""
"87",4,21,"",1806,1811,"1806-1811.","van 'vreemden' (zie die geen deel hebben aan het geneeskundig onderzoek en toevoorzicht)",""
"3921",4,188,"",1944,1944,"1944","van het derde boek (zie inventarisnummer 87)",""
"1188",4,,"--",,,"","1-1-1969-3-4-1969 zie archief 1903-1968 inventarisnr. 31",""
"1481",4,91,"",1969,1969,"1969 februari 6","de Volkskrant 'Poezie maauw'",""
"261",4,419,"",1967,1977,"1967/1977","Foto's K-formaat: -Gered, afgebeeld Marja Kok en Wim van der Grijn (seizoen 1967/1968) foto op hardboard, Studio Lemaire (zie ook inv.nr. 262) <ZR>-Gered, afgebeeld Lou Steenbergen, Marja Kok, Karin, Wim van der Grijn, Hans Dagelet (seizoen 1967/1968) foto op hardboard (zie ook inv.nr. 262) <ZR>-De opvoeder (seizoen 1971/1972) foto op hardboard, Studio Lemaire (zie ook inv.nr. 263) <ZR>-Overstekend wild (seizoen 1974/1975) foto op karton, fotograaf onbekend (zie ook inv.nr. 264) <ZR>-Spiegels (seizoen 1976/1977) foto op kunststof, fotograaf Kors van Bennekom (zie ook inv.nr. 265) <ZR>-3 foto’s (23,5 x 30 cm) fotograaf Kors van Bennekom (1933-2016) <ZR>-Foto decoropbouw (18 x 24 cm), Fotopersbureau C. De Boer <ZR>-Foto (13 x 18) fotograaf Hans Sluyter",""
"261",4,420,"",1977,1987,"1977/1987","Foto's M-formaat: -Scheiden, (seizoen 1977/1978) foto op kunststof, fotograaf Kors van Bennekom (zie ook inv.nr. 265) <ZR>-Rock ’69, (seizoen 1977/1978) foto op karton, fotograaf Kors van Bennekom (zie ook inv.nr. 265) <ZR>-De pornograaf (seizoen 1978/1979) foto op kunststof, fotograaf Kors van Bennekom (zie ook inv.nr. 266) <ZR>-Mata Hari (seizoen 1978/1979) vergroot krantenknipsel op karton (zie ook inv.nr. 266) <ZR>-De wisselwoning (seizoen 1985/1986) foto op karton, fotograaf Kors van Bennekom (zie ook inv.nr 269) <ZR>-Het vergeten (seizoen 1986/1987) 2 foto’s op karton, fotograaf Kors van Bennekom (zie ook inv.nr. 265) <ZR>-3 foto’s (42 x 59,5 cm), fotograaf Kors van Bennekom (1933-2016) <ZR>-4 foto’s (37,5 x 50 cm) fotograaf Kors van Bennekom (1933-2016)",""
"7157",4,1362,"",,,"","2015/0011745 Acceptatie sloopmelding en verwijderen asbest (dubbel ingediend zie ook 2015/0007818)	Verremeer 87",""
"187",5,2832,"",1860,1861,"1860-1861","** Berkel","Heeft ook betrekking op de schroefstoomschepen Amstel, Appeldoorn, Haarlemmermeer, Vecht, Linge, Dommel, Stavoren en Delfzijl, zie de nummers 2831, 2832*, 2833*-2834***"
"197",5,25,"",1883,1901,"1883-1901","Stukken betreffende de veestapel van Arian de Goede en de deelname aan tentoonstellingen","Voor de foto?s, zie 25.1"
"501",5,3,"",1937,1950,"1937 juni 23-1950","Register van inschrijving van Koninklijke Besluiten betreffende benoemingen en beëdigingen van rechterlijke ambtenaren bij de arrondissementsrechtbank te Alkmaar","voor de periode 1930-1937 zie toegangsnr. 207, inv.nr. 621"
"137",5,116,"",1851,1851,"1851","Verkoop concertzaal te Hoorn aan zijn dochter Cornelia. Enige beschikkingen","Voor de beschikking van A. Merens met betrekking tot het geslachtboek en de familieportretten zie nr 328-A. <ZR>Geslacht van de Blocquery zie nr 255."
"137",5,209,"",,,"","Anna Geertruida Frederica Merens (Sanderson) (1815-1868), gehuwd met Nicolaas Costerus
<ZR>Huwelijksannonce; extract akte van overlijden A.G.F. Costerus-Merens","Familie Costerus zie nr 267."
"151.1",5,,"--",,,"","Leek","zie Berkhout"
"151.1",5,,"--",,,"","Legmeer","zie Nieuwer-Amstel"
"1083",5,145,"",1877,1978,"1877-1978","Register van overledenen","Voor de lijst met namen van overledenen in de jaren 1845-1849 zie achterin inv.nr. 141"
"1850",5,769,"",1856,1941,"1856-1941","Circulaires van de bisschoppen van Haarlem aan de geestelijkheid van het bisdom. Drukwerk","Met de bisschoppelijke wapens van Franciscus van Vree en Joannes Aengenent; voor de wapens van de andere Haarlemse bisschoppen zie inv. nr. 771"
"3325",5,17,"",1887,1973,"1887-1973","Processen-verbaal van de benoeming tot leden van het bestuur","zie inv.nr. 34 voor de jaren 1858-1886"
"476",5,1084,"",1876,1926,"1876-1926","Ontvangstbewijzen voor kunstvoorwerpen, die van particulieren en instellingen in bruikleen ontvangen zijn","Met inhoudsopgave; zie Bijlage I, pag. 182-183; Deze bescheiden zijn in origineel te raadplegen in het Rijksmuseum."
"2415",5,61,"",1930,1985,"1930-1940 en ca. 1985","Prentbriefkaarten voorstellende exterieur, interieur en tuin van rusthuis Spaar en Hout en poortgebouw","Voor originele foto's van enkele prentbriefkaarten zie inv.nr. 68"
"5001",5,,"",,,"","Spaarnwouderstraat 128/132 aan Stadsherstel Haarlem B.V.","zie inv.nr. 1599"
"5001",5,,"",,,"","Vaststellen en wijzigen van de verordening op de heffing en invordering van de afvalstoffenheffing, 1987-1989","zie inv.nr. 8397"
"1105",5,289,"",1605,1758,"1605-1758. Met ook keuren voor de zijdefloersrederij, 1673-1684. Deels gedrukt","Keuren, concept keuren enz. voor het gilde","Zie ook Stadsbestuur Haarlem 1573-1813 inv. nrs. 3816-3818, 3885, 3914 en 3924. En zie ook Verzameling Keuren en Ordonnanties nr. 11-25 (in de archiefbibliotheek). "
"1490",5,116,"",1848,1857,"1848-1857","Stukken betreffende de afhandeling van de boedel en nalatenschap van Simonetta Johanna Frederika van Meerten, weduwe van Nicolaas Jacobus van Gent","Later bijgekomen, zie verslag Gemeentearchief Haarlem 1917"
"2270",5,8726,"",1991,1992,"1991-1992","Staten Bolwerk 12; Lozingsvergunning verleend aan G. Tettelaar, tandarts voor het lozen van afvalwater op de riolering door middel van een rioolaansluiting uit het perceel; met bijlagen","zie ook Staten Bolwerk 14"
"358.62",5,5,"",1838,1884,"1838-1842, 1883-1884 (nrs. 1-10)","","1884 (nrs. 11-20) zie nr. 6."
"358.112",5,3,"",1889,1903,"1889-1903","","1883-1888 zie doosnr. 2."
"807",5,,"",1908,1924,"1908-1910, 1924","Jacobus Johannes Leupen 1824-1872 (177)","Zoon van Pieter Leupen (28), zie voorlopig nummer 68."
"724",5,,"",1984,1993,"1984-1993","Statuten, jarrrekeningen en jaarverslagen van de Stichting Contactcommissie Gepensioneerden","zie ook 2828"
"187",4,1581,"a",1831,1831,"","1831 januari-1831 december","Hierin ook maandelijksche betaalsrollen van mindere geemploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporairen dienst, en de jachten en werkvaartuigen over 1831, zie de nummers 1540, 1563**, 1565** en 1581**"
"187",4,1581,"b",1832,1832,"","* 1832 april-1832 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen, en van de temporair aangenomen baggerlieden over 1832, zie de nummers 1541. 1563***, 1565***, 1581*** en 1581a***"
"187",4,3659,"",1889,1889,"","* 1889","Hierin ook een register betreffende ontvangen en uitgegeven stoffen over 1889, zie nummer 3601"
"187",4,4320,"",1906,1909,"","*** 1906 ?-1909 oktober 11","Is opgenomen in het administratie over 1906-1910, zie nummers 4324"
"198",4,1351,"",1839,1839,"","1839 (jan.-juni)","Voor de maanden sept.-dec. 1839, zie inv.nr. 1795, blz. 40"
"253",4,693,"",1871,1916,"1871-1877, 1881-1885 (1916)","Kantoor Hoorn","Voor Hoorn 1877-1881 : zie Amsterdam"
"25",4,554,"",1836,1836,"","1836, nrs. 2941-2947","voor nr. 2945 zie ook 2872 (inv.nrs. 541-542)"
"2046",4,525,"",1929,1939,"1929-1939","Oosterduinweg","Oranje Nassaulaan, zie Frisolaan, Graaf"
"2046",4,544,"",1932,1939,"1932-1939","Zomerzorgerlaan","zie ook onder nummer 469 <ZR>Zuidlaan, zie hiervoor onder nummer 496"
"3872",4,190,"",1925,1926,"1925-1926","R.-K. Kerkbestuur O.L.V. Hemelvaart, Valkenburgerplein","zie ook inv.nr. 147"
"1451",4,,"--",1947,1947,"","Uittreksels van de notulen, betreffende de fusie tussen de kerkelijke gemeenten Van Wijk aan Zee en Duin en Heemskerk. Met kerkmeesters van Beverwijk en Wijk aan Zee en Duin, 1947","zie inv.nr. 136"
"2484",4,2690,"HBA",1808,1810,"1808 t/m 1810","","Voor 1744-1746, zie 30-2; 1783-1792, zie 49-1 en -2 ALL"
"18",5,5775,"",1892,1895,"5773, 1892-1895","Overige kaarten en technische tekeningen behorende bij inv.nr",""
"83.1",5,262,"",1811,1811,"1811","Repertoire, index op de registers van overschrijving van akten van eigendomsovergang (inv.nrs. 263-267) en op de registers van inschrijving van hypotheekakten (inv.nrs. 268 e.v.)",""
"1105",5,351,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nrs. 5781, 5785 en 5789","Zie ook Verzameling Keuren en Ordonnanties 13-13 (in de archiefbibliotheek)."
"1105",5,385,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nr. 3781",""
"176",4,614,"",1763,1763,"1763, juli 4","Akte van transport door Hendrik Arxhoek te Heemstede als echtgenoot van Marytje Schoon, eerder weduwe van Cornelis Wouterse Stiphout te Heemstede, aan Frans Wouterse Stiphout van de helft van de onder inv. nr. 611 vermelde percelen",""
